"last_name, first_name","player_id","year","ab","pa","hit","single","double","triple","home_run","strikeout","walk","k_percent","bb_percent","slg_percent","on_base_percent","isolated_power","b_total_bases","r_total_caught_stealing","r_total_stolen_base","b_game","b_gnd_into_dp","b_hit_by_pitch","b_intent_walk","b_sac_bunt","b_sac_fly"
"Schneider, Davis",676914,2025,188,227,44,28,5,0,11,60,36,26.4,15.9,".436",".361","0.202","82","1","3","82","4","2","0","0","1"
"Benson, Will",666181,2025,230,253,52,30,8,2,12,67,16,26.5,6.3,".435",".273","0.209","100","2","2","90","4","1","1","0","6"
"De La Cruz, Elly",682829,2025,629,699,166,106,31,7,22,181,67,25.9,9.6,".440",".336","0.176","277","8","37","162","14","2","10","0","1"
"Vargas, Miguel",678246,2025,504,569,118,68,32,2,16,100,56,17.6,9.8,".401",".316","0.167","202","0","6","138","9","6","0","0","3"
"Jeffers, Ryan",680777,2025,406,464,108,73,26,0,9,91,50,19.6,10.8,".397",".356","0.131","161","1","1","119","9","7","1","0","1"
"Burleson, Alec",676475,2025,497,546,144,98,26,2,18,79,39,14.5,7.1,".459",".343","0.169","228","1","5","139","14","3","1","1","4"
"Martin, Austin",668885,2025,156,181,44,34,8,1,1,31,22,17.1,12.2,".365",".374","0.083","57","4","11","50","6","1","0","2","0"
"Pérez, Wenceel",672761,2025,344,383,84,50,17,4,13,87,31,22.7,8.1,".430",".308","0.186","148","3","8","100","5","3","0","0","5"
"Stevens, Chad",677060,2025,13,14,2,2,0,0,0,7,0,50,0,".154",".154","0.000","2","1","0","5","0","0","0","1","0"
"Nido, Tomás",621512,2025,35,37,12,12,0,0,0,10,0,27,0,".343",".361","0.000","12","0","0","10","1","1","0","1","0"
"Soderstrom, Tyler",691016,2025,561,624,155,95,34,1,25,141,55,22.6,8.8,".474",".346","0.198","266","3","8","158","18","6","2","0","2"
"Gelof, Zack",680869,2025,92,101,16,11,3,0,2,46,7,45.5,6.9,".272",".230","0.098","25","2","1","30","0","0","0","1","1"
"Reynolds, Bryan",668804,2025,587,654,144,87,38,3,16,173,57,26.5,8.7,".402",".318","0.157","236","2","3","154","15","7","1","0","3"
"Díaz, Yandy",650490,2025,583,651,175,120,29,1,25,92,57,14.1,8.8,".482",".366","0.182","281","1","3","150","12","6","4","0","5"
"Eaton, Nate",681987,2025,81,90,24,19,4,0,1,19,6,21.1,6.7,".383",".348","0.087","31","2","9","41","1","1","0","1","1"
"Edwards, Xavier",669364,2025,561,619,159,131,20,5,3,88,49,14.2,7.9,".353",".343","0.070","198","7","27","139","6","3","2","3","3"
"Fitzgerald, Ryan",680837,2025,46,53,9,5,0,0,4,8,7,15.1,13.2,".457",".302","0.261","21","0","1","24","0","0","0","0","0"
"Holliday, Jackson",702616,2025,586,649,142,101,21,3,17,140,56,21.6,8.6,".375",".314","0.133","220","11","17","149","4","6","1","0","1"
"Senger, Hayden",663584,2025,72,78,13,12,1,0,0,22,3,28.2,3.8,".194",".221","0.013","14","0","0","33","3","1","0","1","1"
"Caminero, Junior",691406,2025,602,653,159,86,28,0,45,125,41,19.1,6.3,".535",".311","0.271","322","1","7","154","31","3","1","0","7"
"Muncy, Max",571970,2025,313,388,76,45,10,2,19,83,64,21.4,16.5,".470",".376","0.227","147","0","4","100","4","6","2","0","5"
"García Jr., Luis",671277,2025,488,526,123,78,28,1,16,84,27,16,5.1,".412",".289","0.160","201","5","14","139","7","2","1","0","9"
"Lux, Gavin",666158,2025,446,503,120,85,28,2,5,114,56,22.7,11.1,".374",".350","0.105","167","0","1","140","3","0","0","0","1"
"Wade, Tyler",642180,2025,107,127,22,19,1,2,0,31,15,24.4,11.8,".252",".309","0.046","27","2","1","59","0","1","0","4","0"
"Buxton, Byron",621439,2025,488,542,129,66,21,7,35,148,41,27.3,7.6,".551",".327","0.287","269","0","24","126","0","7","5","0","6"
"Fernández, Yanquiel",692585,2025,138,147,31,22,5,0,4,44,8,29.9,5.4,".348",".265","0.123","48","0","0","52","4","0","0","0","1"
"Lile, Daylen",695734,2025,321,351,96,61,15,11,9,56,21,16,6,".498",".347","0.199","160","6","8","91","5","4","0","1","3"
"Handley, Maverick",668974,2025,41,47,3,3,0,0,0,18,2,38.3,4.3,".073",".133","0.000","3","0","0","16","0","1","0","2","1"
"Amador, Adael",691182,2025,113,128,20,12,7,0,1,27,11,21.1,8.6,".265",".256","0.088","30","1","1","41","2","1","0","3","0"
"Huff, Sam",669087,2025,53,58,11,8,1,0,2,25,4,43.1,6.9,".340",".259","0.132","18","0","0","20","2","0","0","0","1"
"Flores, Rafael",804668,2025,15,17,3,1,2,0,0,7,2,41.2,11.8,".333",".294","0.133","5","0","0","7","0","0","0","0","0"
"Palacios, Richie",680700,2025,42,48,14,11,2,0,1,9,5,18.8,10.4,".452",".396","0.119","19","0","4","17","3","0","0","0","1"
"McKinstry, Zach",656716,2025,452,511,117,71,23,11,12,111,46,21.7,9,".438",".333","0.179","198","5","19","144","6","7","1","1","5"
"Maile, Luke",571912,2025,45,54,11,8,2,0,1,16,7,29.6,13,".356",".346","0.112","16","0","1","25","1","0","0","2","0"
"Crooks, Jimmy",699625,2025,45,46,6,4,0,1,1,17,0,37,0,".244",".152","0.111","11","0","0","15","1","1","0","0","0"
"Melendez, MJ",669004,2025,60,65,5,2,2,0,1,23,3,35.4,4.6,".167",".154","0.084","10","0","0","23","0","2","0","0","0"
"Locklear, Tyler",682988,2025,103,116,18,15,0,0,3,43,10,37.1,8.6,".262",".267","0.087","27","1","3","31","3","3","0","0","0"
"Story, Trevor",596115,2025,612,654,161,107,29,0,25,176,33,26.9,5,".433",".308","0.170","265","1","31","157","3","7","1","1","1"
"Laureano, Ramón",657656,2025,441,488,124,72,26,2,24,119,35,24.4,7.2,".512",".342","0.231","226","4","7","132","10","8","1","0","4"
"Cabrera, Oswaldo",665828,2025,107,122,26,21,4,0,1,25,11,20.5,9,".308",".322","0.065","33","1","0","34","1","2","0","1","1"
"Greene, Riley",682985,2025,600,655,155,87,31,1,36,201,46,30.7,7,".493",".313","0.235","296","1","2","157","14","4","1","0","5"
"Bliss, Ryan",669208,2025,35,39,7,5,1,0,1,11,4,28.2,10.3,".314",".282","0.114","11","2","2","11","2","0","0","0","0"
"Scott II, Victor",687363,2025,398,463,86,65,15,1,5,111,42,24,9.1,".296",".305","0.080","118","4","34","138","3","10","0","10","3"
"Meidroth, Chase",805367,2025,450,505,114,94,15,0,5,72,45,14.3,8.9,".320",".329","0.067","144","4","14","122","14","6","0","3","1"
"Thomas, Lane",657041,2025,125,142,20,14,2,0,4,44,14,31,9.9,".272",".246","0.112","34","1","4","39","4","1","0","0","2"
"Baker, Luken",663609,2025,34,41,8,5,3,0,0,10,7,24.4,17.1,".324",".366","0.089","11","0","0","19","3","0","0","0","0"
"Shaw, Matt",807713,2025,393,437,89,52,21,3,13,94,38,21.5,8.7,".394",".295","0.168","155","5","17","126","2","2","0","0","4"
"Hicks, Liam",689414,2025,332,390,82,62,13,1,6,56,43,14.4,11,".346",".346","0.099","115","0","2","119","5","9","0","3","3"
"Winker, Jesse",608385,2025,70,81,16,8,5,2,1,21,9,25.9,11.1,".400",".309","0.171","28","0","1","26","1","0","1","0","2"
"Stephenson, Tyler",663886,2025,299,342,69,38,18,0,13,116,37,33.9,10.8,".421",".316","0.190","126","1","0","88","4","2","1","0","4"
"Tolbert, Tyler",686475,2025,50,57,14,11,2,0,1,11,1,19.3,1.8,".380",".321","0.100","19","2","21","64","1","3","0","1","2"
"Adams, Riley",656180,2025,263,286,49,33,8,0,8,110,18,38.5,6.3,".308",".252","0.122","81","0","1","83","6","5","0","0","0"
